lidoRecordId,imageUrl,type,material,displayDate,earliestDate,latestDate,subject,artistName (preferred),nationality,role,birth,death,location,title,classification,rightsStatement,workID,repositoryName,recordID,recordLinks,eventType,displayMaterialsTech,inscriptions,relatedWorkNotes
gnd2012512-4/lido/tms_10005,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/3736.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/3736.JPG,Zeichnung; Zeichnung,Rötel; Rötel,,1673,1713,,"Meyer, Felix",,Künstler_in,1653-02-01,1713-06-11,Wien,Italienische Gebirgslandschaft,,https://creativecommons.org/publicdomain/mark/1.0/,3736,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_10005,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[3736]&showtype=record'],Production,['Rötel'],['l. u. Herzog Albert von Sachsen-Teschen (Lugt 174)'],[]
gnd2012512-4/lido/tms_100886,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1994_15_10t.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1994_15_10t.JPG; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1994_15_10.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1994_15_10.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1493,1503,,"Dürer, Albrecht",,Künstler_in,1471-05-21,1528-04-06,Wien,"Die Beweinung Christi (Große Passion, 9)",,https://creativecommons.org/publicdomain/mark/1.0/; https://creativecommons.org/publicdomain/mark/1.0/,DG1994/15/10,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_100886,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1994/15/10]&showtype=record'],Expression Creation,['Holzschnitt'],"['M.u. Dürer-Monogramm ""AD""', 'M.o. außerhalb der Platte ""30""']",[]
gnd2012512-4/lido/tms_10091,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/27410.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/27410.JPG,Zeichnung; Zeichnung,,,1713,1762,,Johann Babtist Byß,,Künstler_in,1693,1762,Wien,Anbetung einer Wallfahrtsmadonna (Entwurf für ein Deckenbild in der Kirche zu Sonntagberg?),,https://creativecommons.org/publicdomain/mark/1.0/,27410,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_10091,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[27410]&showtype=record'],Production,"['Bleistift, Feder, Pinsel, Sepia, laviert, weiß gehöht, Rötelraster']",[],[]
gnd2012512-4/lido/tms_10092,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/26369.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/26369.JPG,Zeichnung; Zeichnung,Rötel; Rötel,,1640,1690,,Johann Matthias Weyer,,Künstler_in,1620,1690,Wien,Vier Pferde,,https://creativecommons.org/publicdomain/mark/1.0/,26369,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_10092,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[26369]&showtype=record'],Production,['Rötel'],[],[]
gnd2012512-4/lido/tms_10093,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/30294.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/30294.JPG,Zeichnung; Zeichnung,Feder; Feder,,1680,1700,,Anonym,,Künstler_in,0,0,Wien,Fächerentwurf mit mythologischen Gestalten,,https://creativecommons.org/publicdomain/mark/1.0/,30294,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_10093,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[30294]&showtype=record'],Production,"['Feder, aquarelliert']",[],[]
gnd2012512-4/lido/tms_10094,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/13354.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/13354.JPG,Zeichnung; Zeichnung,,,1640,1690,,Johann Matthias Weyer,,Künstler_in,1620,1690,Wien,Zwei Reiter im Gespräch,,https://creativecommons.org/publicdomain/mark/1.0/,13354,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_10094,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[13354]&showtype=record'],Production,"['Pinsel in Grau und Violettgrau mit Weißhöhungen auf dunkelgrün grundiertem Papier, zum Teil verrieben, mit späteren Graphitübergehungen']","['l.u. ""MW""']",[]
gnd2012512-4/lido/tms_100999,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_492.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_492.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1515,1515,,"Dürer, Albrecht",,Künstler_in,1471-05-21,1528-04-06,Wien,"Sternkarte, südliche Hemisphäre",,https://creativecommons.org/publicdomain/mark/1.0/,DG1934/492,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_100999,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1934/492]&showtype=record'],Carrier production,"['Wasserzeichen: Dreieck mit Blume (Meder 127; Strauss ""Triangle with Flower"")', 'Holzschnitt']",[],[]
gnd2012512-4/lido/tms_101000,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_493.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_493.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1515,1515,,"Dürer, Albrecht",,Künstler_in,1471-05-21,1528-04-06,Wien,"Sternkarte, nördliche Hemisphäre",,https://creativecommons.org/publicdomain/mark/1.0/,DG1934/493,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101000,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1934/493]&showtype=record'],Carrier production,"['Wasserzeichen: Dreieck mit Blume (Meder 127; Strauss ""Triangle with Flower"")', 'Holzschnitt']",[],[]
gnd2012512-4/lido/tms_101042,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1935_972_1.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1935_972_1.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1515,1515,,"Altdorfer, Albrecht",,Künstler_in,1480,1538-02-12,Wien,"Maximilian als Stifter und Schirmherr des St.-Georgs-Ordens (Die Ehrenpforte Kaiser Maximilians I., linker Seitenturm, F 1)",,https://creativecommons.org/publicdomain/mark/1.0/,DG1935/972/1,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101042,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1935/972/1]&showtype=record'],Carrier production,"['Wasserzeichen: Meder 238, 217, 152, 180, 220, 220a', 'Holzschnitt']",[],[]
gnd2012512-4/lido/tms_101044,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1935_972_2.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1935_972_2.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1515,1515,,"Altdorfer, Albrecht",,Künstler_in,1480,1538-02-12,Wien,"Erhebung des Trierer Rockes/Kanonisierung St. Leopolds, Maximilian als Jäger (Die Ehrenpforte Kaiser Maximilians I., linker Seitenturm, F 5-6)",,https://creativecommons.org/publicdomain/mark/1.0/,DG1935/972/2,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101044,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1935/972/2]&showtype=record'],Carrier production,"['Wasserzeichen: Meder 238, 217, 152, 180, 220, 220a', 'Holzschnitt']",[],[]
