lidoRecordId,imageUrl,type,material,displayDate,earliestDate,latestDate,subject,artistName (preferred),nationality,role,birth,death,location,title,classification,rightsStatement,workID,repositoryName,recordID,recordLinks,eventType,displayMaterialsTech,inscriptions,relatedWorkNotes
gnd2012512-4/lido/tms_100420,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_292.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_292.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1504,1514,,"Dürer, Albrecht",,Künstler_in,1471-05-21,1528-04-06,Wien,"Christus wird an das Kreuz genagelt (Kleine Passion, 24)",,https://creativecommons.org/publicdomain/mark/1.0/,DG1934/292,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_100420,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1934/292]&showtype=record'],Carrier production,"['Wasserzeichen: Meder 56', 'Holzschnitt']","['r.u. Dürer-Monogramm ""AD""']",[]
gnd2012512-4/lido/tms_100441,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_279.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_279.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1503,1513,,"Dürer, Albrecht",,Künstler_in,1471-05-21,1528-04-06,Wien,"Die Vertreibung der Händler (Kleine Passion, 7)",,https://creativecommons.org/publicdomain/mark/1.0/,DG1934/279,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_100441,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1934/279]&showtype=record'],Expression Creation,['Holzschnitt'],"['l.u. Dürer-Monogramm ""AD""']",[]
gnd2012512-4/lido/tms_100446,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1930_1543.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1930_1543.JPG,Druckgraphik; Druckgraphik,Kupferstich; Kupferstich (Druckverfahren); Kupferstich (Druckverfahren),,1495,1495,,"Dürer, Albrecht",,Künstler_in,1471-05-21,1528-04-06,Wien,"Junge Frau, vom Tode bedroht",,https://creativecommons.org/publicdomain/mark/1.0/,DG1930/1543,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_100446,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1930/1543]&showtype=record'],Carrier production,"['Wasserzeichen: Ochsenkopf mit Stange, Blume und Dreieck (ähnlich Briquet 14873 [nachgewiesen 1483]; Strauss S. 3278 [verwendet 1486-1505]; Meder 62 [verwendet für Kupferstiche und Holzschnitte bis 1519]; vgl. Piccard online 66052 ff., Süddeutschland und Tirol ab 1485)', 'Kupferstich']",[],[]
gnd2012512-4/lido/tms_10077,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/3925.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/3925.JPG,Zeichnung; Zeichnung,,,1720,1754,,"Preißler, Georg Martin",,Künstler_in,1700,1754,Wien,Repräsentatives Porträt eines Nürnberger Patriziers (Gustav Georg Tezel?),,https://creativecommons.org/publicdomain/mark/1.0/,3925,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_10077,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[3925]&showtype=record'],Production,"['Tusche, Feder; Stecherzeichnung']",['l. u. Herzog Albert von Sachsen-Teschen (Lugt 174)'],[]
gnd2012512-4/lido/tms_10085,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/26378.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/26378.JPG,Zeichnung; Zeichnung,Tusche; Tusche; Feder; Feder,,1703,1703,,Anonym,,Künstler_in,0,0,Wien,Fortitudo (Teilentwurf für ein Deckenbild?),,https://creativecommons.org/publicdomain/mark/1.0/,26378,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_10085,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[26378]&showtype=record'],Production,"['Tusche, Feder']","['r.o. ""Anno 1703""', 'r.u. ""Georg Paul""']",[]
gnd2012512-4/lido/tms_10087,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/13548.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/13548.JPG,Zeichnung; Zeichnung,,,1715,1725,,Anonym,,Künstler_in,0,0,Wien,"Reiterbildnis eines Feldherrn, im Hintergrund Kampf um eine Stadt",,https://creativecommons.org/publicdomain/mark/1.0/,13548,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_10087,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[13548]&showtype=record'],Production,['Kohle/Kreide'],['l. u. Herzog Albert von Sachsen-Teschen (Lugt 174)'],[]
gnd2012512-4/lido/tms_100874,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_580.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_580.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1522,1522,,"Dürer, Albrecht",,Künstler_in,1471-05-21,1528-04-06,Wien,Der Große Triumphwagen,,https://creativecommons.org/publicdomain/mark/1.0/,DG1934/580,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_100874,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1934/580]&showtype=record'],Carrier production,"['Wasserzeichen: Meder 50', 'Holzschnitt']",[],[]
gnd2012512-4/lido/tms_101055,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_143.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_143.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1523,1523,,"Burgkmair, Hans",,Künstler_in,1473,1531,Wien,Der Sturz des Tieres,,https://creativecommons.org/publicdomain/mark/1.0/,DG1934/143,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101055,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1934/143]&showtype=record'],Carrier production,"['Wasserzeichen: Wasserzeichen auf der Rückseite des Cahierblattes kopiert', 'Holzschnitt']","['r.u. ""HB""']",[]
gnd2012512-4/lido/tms_101056,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_144.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_144.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1523,1523,,"Burgkmair, Hans",,Künstler_in,1473,1531,Wien,Die Zerstörung Babylons,,https://creativecommons.org/publicdomain/mark/1.0/,DG1934/144,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101056,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1934/144]&showtype=record'],Expression Creation,['Holzschnitt'],"['r.u. ""HB""']",[]
gnd2012512-4/lido/tms_10134,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/3803.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/3803.JPG,Zeichnung; Zeichnung,,,1686,1742,,"Rugendas, Georg Philipp",,Künstler_in,1666-11-27,1742-05-09,Wien,Saumpferd,,https://creativecommons.org/publicdomain/mark/1.0/,3803,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_10134,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[3803]&showtype=record'],Production,"['Pinsel in Grau, laviert']","['r.u. ""G.P.R.""', 'l. u. Herzog Albert von Sachsen-Teschen (Lugt 174)']",[]
