lidoRecordId,imageUrl,type,material,displayDate,earliestDate,latestDate,subject,artistName (preferred),nationality,role,birth,death,location,title,classification,rightsStatement,workID,repositoryName,recordID,recordLinks,eventType,displayMaterialsTech,inscriptions,relatedWorkNotes
gnd2012512-4/lido/tms_10002,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/25402.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/25402.JPG,Zeichnung; Zeichnung,,,1660,1670,,Anonym,,Künstler_in,0,0,Wien,Flussgott,,https://creativecommons.org/publicdomain/mark/1.0/,25402,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_10002,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[25402]&showtype=record'],Production,"['Kreide, Feder in Braun mit Rotlavierungen']",[],[]
gnd2012512-4/lido/tms_10003,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/30358.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/30358.JPG,Zeichnung; Zeichnung,Rötel; Rötel,,1640,1660,,Anonym,,Künstler_in,0,0,Wien,"Mann mit gespreizten Beinen dastehend, in der linken einen Segen, breitrandiger Hut",,https://creativecommons.org/publicdomain/mark/1.0/,30358,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_10003,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[30358]&showtype=record'],Production,['Rötel'],[],[]
gnd2012512-4/lido/tms_100873,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_581_1.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_581_1.JPG; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_581_2.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_581_2.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1522,1522,,Anonym,,Künstler_in,0,0,Wien,Der Große Triumphwagen,,https://creativecommons.org/publicdomain/mark/1.0/; https://creativecommons.org/publicdomain/mark/1.0/,DG1934/581,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_100873,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1934/581]&showtype=record'],Carrier production,"['Wasserzeichen: Meder 297', 'Holzschnitt']",[],[]
gnd2012512-4/lido/tms_10118,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/3807.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/3807.JPG,Zeichnung; Zeichnung,Bleigriffel; Bleigriffel,,1686,1742,,"Rugendas, Georg Philipp",,Künstler_in,1666-11-27,1742-05-09,Wien,"Sitzender, aus einer Schale essender Soldat",,https://creativecommons.org/publicdomain/mark/1.0/,3807,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_10118,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[3807]&showtype=record'],Production,['Bleigriffel'],['l. u. Herzog Albert von Sachsen-Teschen (Lugt 174)'],[]
gnd2012512-4/lido/tms_101363,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1931_93.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1931_93.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren); Holzschnitt; Holzschnitt (Druckverfahren),,1510,1514,,"Schott, Johann",,Druck,1477,1548,Wien,Maria lactans,,https://creativecommons.org/publicdomain/mark/1.0/,DG1931/93,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101363,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1931/93]&showtype=record'],Carrier production,"['Holzschnitt', 'Holzschnitt']","['r.u. ""HB""']",[]
gnd2012512-4/lido/tms_101366,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1931_82.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1931_82.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1520,1530,,"Baldung Grien, Hans",,Künstler_in,1484,1545,Wien,Der trunkene Bacchus mit spielenden Putten,,https://creativecommons.org/publicdomain/mark/1.0/,DG1931/82,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101366,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1931/82]&showtype=record'],Carrier production,"['Wasserzeichen: Wasserzeichen wie B. 7; Wasserzeichen auf der Rückseite des Cahierblattes kopiert', 'Holzschnitt']","['r.o. ""HB""']",[]
gnd2012512-4/lido/tms_101367,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1931_83.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1931_83.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1520,1530,,"Baldung Grien, Hans",,Künstler_in,1484,1545,Wien,Der trunkene Bacchus mit spielenden Putten,,https://creativecommons.org/publicdomain/mark/1.0/,DG1931/83,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101367,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1931/83]&showtype=record'],Expression Creation,['Holzschnitt'],"['r.o. ""HB""']",[]
gnd2012512-4/lido/tms_101399,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1931_146.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1931_146.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1505,1507,,"Baldung Grien, Hans",,Künstler_in,1484,1545,Wien,Die heilige Katharina von Alexandrien,,https://creativecommons.org/publicdomain/mark/1.0/,DG1931/146,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101399,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1931/146]&showtype=record'],Carrier production,"['Wasserzeichen: Wasserzeichen auf der Rückseite des Cahierblattes kopiert', 'Holzschnitt']",[],[]
gnd2012512-4/lido/tms_101405,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1931_143.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1931_143.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1505,1507,,"Baldung Grien, Hans",,Künstler_in,1484,1545,Wien,Die heilige Barbara,,https://creativecommons.org/publicdomain/mark/1.0/,DG1931/143,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101405,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1931/143]&showtype=record'],Expression Creation,['Holzschnitt'],[],[]
gnd2012512-4/lido/tms_101449,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1931_112.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1931_112.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1502,1512,,Anonym,,Künstler_in,0,0,Wien,Die Marter des heiligen Sebastian,,https://creativecommons.org/publicdomain/mark/1.0/,DG1931/112,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101449,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1931/112]&showtype=record'],Carrier production,"['Wasserzeichen: Wasserzeichen auf der Rückseite des Cahierblattes kopiert', 'Holzschnitt']",[],[]
gnd2012512-4/lido/tms_101704,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_251.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_251.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1530,1530,,"Resch, Wolfgang",,Formschneider_in,1525,1534,Wien,Katharina von Bora,,https://creativecommons.org/publicdomain/mark/1.0/,DG1929/251,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101704,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1929/251]&showtype=record'],Carrier production,"['Wasserzeichen: Briquet 4969 (laut Cahier)', 'Holzschnitt']",[],[]
gnd2012512-4/lido/tms_101901,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_295.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_295.jpg,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1490,1553,,"Cranach, Lucas, der Ältere",,Künstler_in,1472,1553-10-16,Wien,Die Schöpfung,,https://creativecommons.org/publicdomain/mark/1.0/,DG1929/295,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101901,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1929/295]&showtype=record'],Expression Creation,['Holzschnitt'],[],[]
gnd2012512-4/lido/tms_101902,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_296.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_296.jpg,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1490,1553,,"Cranach, Lucas, der Ältere",,Künstler_in,1472,1553-10-16,Wien,Das Martyrium des heiligen Andreas,,https://creativecommons.org/publicdomain/mark/1.0/,DG1929/296,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101902,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1929/296]&showtype=record'],Expression Creation,['Holzschnitt'],[],[]
gnd2012512-4/lido/tms_101905,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_298.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_298.jpg,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1490,1553,,"Cranach, Lucas, der Ältere",,Künstler_in,1472,1553-10-16,Wien,Das Martyrium des heiligen Johannes,,https://creativecommons.org/publicdomain/mark/1.0/,DG1929/298,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101905,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1929/298]&showtype=record'],Expression Creation,['Holzschnitt'],[],[]
gnd2012512-4/lido/tms_101907,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_300.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_300.jpg,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1490,1553,,"Cranach, Lucas, der Ältere",,Künstler_in,1472,1553-10-16,Wien,Das Martyrium des heilige Bartholomäus,,https://creativecommons.org/publicdomain/mark/1.0/,DG1929/300,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101907,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1929/300]&showtype=record'],Expression Creation,['Holzschnitt'],[],[]
gnd2012512-4/lido/tms_101908,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_301.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_301.jpg,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1490,1553,,"Cranach, Lucas, der Ältere",,Künstler_in,1472,1553-10-16,Wien,Das Martyrium des heiligen Thomas,,https://creativecommons.org/publicdomain/mark/1.0/,DG1929/301,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101908,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1929/301]&showtype=record'],Expression Creation,['Holzschnitt'],[],[]
gnd2012512-4/lido/tms_101916,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_304.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_304.jpg,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1490,1553,,"Cranach, Lucas, der Ältere",,Künstler_in,1472,1553-10-16,Wien,Das Martyrium des heiligen Simon,,https://creativecommons.org/publicdomain/mark/1.0/,DG1929/304,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101916,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1929/304]&showtype=record'],Expression Creation,['Holzschnitt'],[],[]
gnd2012512-4/lido/tms_101919,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_306.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_306.jpg,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1490,1553,,"Cranach, Lucas, der Ältere",,Künstler_in,1472,1553-10-16,Wien,Das Martyrium des heiligen Matthias,,https://creativecommons.org/publicdomain/mark/1.0/,DG1929/306,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101919,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1929/306]&showtype=record'],Expression Creation,['Holzschnitt'],[],[]
gnd2012512-4/lido/tms_102134,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_481.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_481.jpg,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1492,1553,,"Cranach, Lucas, der Ältere",,Künstler_in,1472,1553-10-16,Wien,Bildnis von Herzog Johann Friedrich I. von Sachsen,,https://creativecommons.org/publicdomain/mark/1.0/,DG1929/481,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_102134,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1929/481]&showtype=record'],Expression Creation,['Holzschnitt'],[],[]
gnd2012512-4/lido/tms_102235,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1930_2209.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1930_2209.jpg,Druckgraphik; Druckgraphik,Kupferstich; Kupferstich (Druckverfahren); Kupferstich (Druckverfahren),,1533,1533,,Meister HL,,Künstler_in,1511,1533,Wien,Der hl. Georg,,https://creativecommons.org/publicdomain/mark/1.0/,DG1930/2209,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_102235,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1930/2209]&showtype=record'],Expression Creation,['Kupferstich'],"['l.u. ""HL"", r.o. ""1533""']",[]
gnd2012512-4/lido/tms_102237,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1930_2210.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1930_2210.jpg,Druckgraphik; Druckgraphik,Kupferstich; Kupferstich (Druckverfahren); Kupferstich (Druckverfahren),,1522,1522,,Meister HL,,Künstler_in,1511,1533,Wien,Hl. Petrus mit Stab und Buch,,https://creativecommons.org/publicdomain/mark/1.0/,DG1930/2210,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_102237,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1930/2210]&showtype=record'],Expression Creation,['Kupferstich'],"['l.o. in der Tafel ""1522 / HL""']",[]
gnd2012512-4/lido/tms_102240,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1930_2211.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1930_2211.jpg,Druckgraphik; Druckgraphik,Kupferstich; Kupferstich (Druckverfahren); Kupferstich (Druckverfahren),,1520,1530,,Meister HL,,Künstler_in,1511,1533,Wien,Amor mit Fackel,,https://creativecommons.org/publicdomain/mark/1.0/,DG1930/2211,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_102240,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1930/2211]&showtype=record'],Expression Creation,['Kupferstich'],"['r.u. ""HL""']",[]
gnd2012512-4/lido/tms_102249,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1930_2216.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1930_2216.jpg,Druckgraphik; Druckgraphik,Kupferstich; Kupferstich (Druckverfahren); Kupferstich (Druckverfahren),,1519,1519,,Meister HL,,Künstler_in,1511,1533,Wien,"Zwei Putti, eine Schote öffnend",,https://creativecommons.org/publicdomain/mark/1.0/,DG1930/2216,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_102249,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1930/2216]&showtype=record'],Expression Creation,['Kupferstich'],"['M.o. ""1519 / HL""']",[]
gnd2012512-4/lido/tms_102250,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_548.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_548.jpg,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1563,1563,,"Cranach, Lucas, der Jüngere",,Künstler_in,1515-10-04,1586-01-25,Wien,"Bildnis von Albert, Herzog von Sachsen",,https://creativecommons.org/publicdomain/mark/1.0/,DG1929/548,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_102250,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1929/548]&showtype=record'],Expression Creation,['Holzschnitt'],[],[]
