lidoRecordId,imageUrl,type,material,displayDate,earliestDate,latestDate,subject,artistName (preferred),nationality,role,birth,death,location,title,classification,rightsStatement,workID,repositoryName,recordID,recordLinks,eventType,displayMaterialsTech,inscriptions,relatedWorkNotes
gnd2012512-4/lido/tms_100413,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1930_1519.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1930_1519.JPG,Druckgraphik; Druckgraphik,Kupferstich; Kupferstich (Druckverfahren); Kupferstich (Druckverfahren),,1505,1505,,"Dürer, Albrecht",,Künstler_in,1471-05-21,1528-04-06,Wien,Satyr und Nymphe,,https://creativecommons.org/publicdomain/mark/1.0/,DG1930/1519,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_100413,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1930/1519]&showtype=record'],Expression Creation,['Kupferstich'],"['r.o. ""1505"" und Dürer-Monogramm ""AD""']",[]
gnd2012512-4/lido/tms_100432,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_288.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_288.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1504,1514,,"Dürer, Albrecht",,Künstler_in,1471-05-21,1528-04-06,Wien,"Die Geißelung Christi (Kleine Passion, 18)",,https://creativecommons.org/publicdomain/mark/1.0/,DG1934/288,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_100432,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1934/288]&showtype=record'],Expression Creation,['Holzschnitt'],"['M.u. Dürer-Monogramm ""AD""']",[]
gnd2012512-4/lido/tms_100433,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_289.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_289.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1504,1514,,"Dürer, Albrecht",,Künstler_in,1471-05-21,1528-04-06,Wien,"Die Dornenkrönung (Kleine Passion, 19)",,https://creativecommons.org/publicdomain/mark/1.0/,DG1934/289,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_100433,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1934/289]&showtype=record'],Expression Creation,['Holzschnitt'],"['l.u. Dürer-Monogramm ""AD""']",[]
gnd2012512-4/lido/tms_100434,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_290.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_290.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1504,1514,,"Dürer, Albrecht",,Künstler_in,1471-05-21,1528-04-06,Wien,"Die Schaustellung Christi (Kleine Passion, 20)",,https://creativecommons.org/publicdomain/mark/1.0/,DG1934/290,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_100434,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1934/290]&showtype=record'],Carrier production,"['Wasserzeichen: Meder 56', 'Holzschnitt']","['M.u. Dürer-Monogramm ""AD""']",[]
gnd2012512-4/lido/tms_101469,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1931_127.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1931_127.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren); koloriert; koloriert; koloriert,,1511,1512,,"Baldung Grien, Hans",,Künstler_in,1484,1545,Wien,Die heilige Veronika mit dem Schweißtuch Christi,,https://creativecommons.org/publicdomain/mark/1.0/,DG1931/127,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101469,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1931/127]&showtype=record'],Expression Creation,"['Holzschnitt, koloriert']",[],[]
gnd2012512-4/lido/tms_101471,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1931_126.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1931_126.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren); koloriert; koloriert; koloriert,,1511,1512,,"Baldung Grien, Hans",,Künstler_in,1484,1545,Wien,Die heilige Ottilie rettet durch ihr Gebet den Vater aus dem Fegefeuer,,https://creativecommons.org/publicdomain/mark/1.0/,DG1931/126,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101471,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1931/126]&showtype=record'],Expression Creation,"['Holzschnitt, koloriert']",[],[]
gnd2012512-4/lido/tms_101473,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1931_128.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1931_128.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren); koloriert; koloriert; koloriert,,1511,1512,,"Baldung Grien, Hans",,Künstler_in,1484,1545,Wien,Die Marter der heilige Apollonia,,https://creativecommons.org/publicdomain/mark/1.0/,DG1931/128,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101473,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1931/128]&showtype=record'],Expression Creation,"['Holzschnitt, koloriert']",[],[]
gnd2012512-4/lido/tms_101474,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_199.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_199.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1510,1520,,"Cranach, Lucas, der Ältere",,Künstler_in,1472,1553-10-16,Wien,Der Apostel Bartholomäus,,https://creativecommons.org/publicdomain/mark/1.0/,DG1929/199,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101474,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1929/199]&showtype=record'],Expression Creation,['Holzschnitt'],[],[]
gnd2012512-4/lido/tms_101477,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_194.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_194.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1510,1520,,"Cranach, Lucas, der Ältere",,Künstler_in,1472,1553-10-16,Wien,Der Apostel Petrus,,https://creativecommons.org/publicdomain/mark/1.0/,DG1929/194,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101477,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1929/194]&showtype=record'],Expression Creation,['Holzschnitt'],[],[]
gnd2012512-4/lido/tms_101478,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_207.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_207.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren); Typendruck; Typendruck,,1510,1520,,"Cranach, Lucas, der Ältere",,Künstler_in,1472,1553-10-16,Wien,Christus Salvator,,https://creativecommons.org/publicdomain/mark/1.0/,DG1929/207,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101478,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1929/207]&showtype=record'],Carrier production,"['Wasserzeichen: Briquet 12357 (laut Cahier)', 'Holzschnitt und Typendruck']","['l.u. Schlangensignet', 'Darüber ""Jhesus Christus warhaffti= / ger Gott vnd Mensch.""; rechts daneben ""ALso ist es ge= / schrieben, / vnd also muste / Christus leiden / vnd aufferstehen / von den Todten / am dritten tage, / vnd predigen la= / ssen inn seinem Namen, Busse / vnd Vergebung / der Sünden, vn= / ter allen Völck= / ern. Darumb / sprach Jhesus zu / seinen Jüngern, / Gehet hin in al= / le Welt, vnd pre= / diget das Euan= / gelium allen Cre / aturen, Wer da / gleubet vnd ge= / taufft wird, der wird selig wer= / den, Wer aber / nicht geleubet, der / wird verdampt / werden.""']",[]
