lidoRecordId,imageUrl,type,material,displayDate,earliestDate,latestDate,subject,artistName (preferred),nationality,role,birth,death,location,title,classification,rightsStatement,workID,repositoryName,recordID,recordLinks,eventType,displayMaterialsTech,inscriptions,relatedWorkNotes
gnd2012512-4/lido/tms_10051,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/4272.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/4272.JPG,Zeichnung; Zeichnung,Feder; Feder; laviert; laviert,,1719,1741,,"Sperling, Catharina",,Künstler_in,1699-04-10,1741-05-28,Wien,Moden der Stadt Augsburg: Ministre Lutherien,,https://creativecommons.org/publicdomain/mark/1.0/,4272,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_10051,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[4272]&showtype=record'],Production,"['Feder, laviert']",['l. u. Herzog Albert von Sachsen-Teschen (Lugt 174)'],[]
gnd2012512-4/lido/tms_10099,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/3741.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/3741.JPG,Zeichnung; Zeichnung,,,1697,1697,,"Sandrart, Johann Jakob von",,Künstler_in,1655-03-20,1698-03-24,Wien,Memorial für Karl Welser von Neunhof (1635-1697),,https://creativecommons.org/publicdomain/mark/1.0/,3741,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_10099,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[3741]&showtype=record'],Production,"['Feder und Pinsel in Grau laviert, mit zum Teil oxydierten Weißhöhungen auf lichtgraubraunem Papier']","['M.u. "" I.I. de Sandrart inv. et delineavit""', 'l. u. Herzog Albert von Sachsen-Teschen (Lugt 174)']",[]
gnd2012512-4/lido/tms_10100,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/25033r.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/25033r.JPG,Zeichnung; Zeichnung,,,1652,1698,,"Loth, Johann Carl",,Künstler_in,1632,1698,Wien,Mythologische Szene,,https://creativecommons.org/publicdomain/mark/1.0/,25033r,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_10100,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[25033r]&showtype=record'],Production,['Feder in Braun auf blauem Papier'],[],[]
gnd2012512-4/lido/tms_101133,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1935_975_9.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1935_975_9.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1515,1520,,"Flötner, Peter",,Künstler_in,1485,1546-10-23,Wien,"Belehnung Massimiliano Sforzas mit Mailand 1512 (Die Ehrenpforte Kaiser Maximilians I., Historiendarstellungen, C' 2.8)",,https://creativecommons.org/publicdomain/mark/1.0/,DG1935/975/9,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101133,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1935/975/9]&showtype=record'],Carrier production,"['Wasserzeichen: Meder 187, 165a, 139, 135', 'Holzschnitt']",[],[]
gnd2012512-4/lido/tms_101134,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1935_975_10.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1935_975_10.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1515,1520,,"Dürer, Albrecht",,Künstler_in,1471-05-21,1528-04-06,Wien,"Feldzug in Flandern und Bündnis mit Heinrich VIII. 1513 (Die Ehrenpforte Kaiser Maximilians I., Historiendarstellungen, B', C' 2.10)",,https://creativecommons.org/publicdomain/mark/1.0/,DG1935/975/10,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101134,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1935/975/10]&showtype=record'],Carrier production,"['Wasserzeichen: Meder 187, 165a, 139, 135', 'Holzschnitt']",[],[]
gnd2012512-4/lido/tms_101135,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1935_975_11.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1935_975_11.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1515,1520,,"Dürer, Albrecht",,Künstler_in,1471-05-21,1528-04-06,Wien,"Die Wiener Doppelhochzeit 1515: Kaiser Maximilian I., seine Enkelin Maria, König Vladislav II. von Ungarn mit seinen Kindern Ludwig II. und Anna sowie König Sigismund I. von Polen (Die Ehrenpforte Kaiser Maximilians I., Historiendarstellungen, C' 2.11)",,https://creativecommons.org/publicdomain/mark/1.0/,DG1935/975/11,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101135,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1935/975/11]&showtype=record'],Carrier production,"['Wasserzeichen: Meder 187, 165a, 139, 135', 'Holzschnitt']",[],[]
gnd2012512-4/lido/tms_101137,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1935_975_12.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1935_975_12.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1515,1520,,"Dürer, Albrecht",,Künstler_in,1471-05-21,1528-04-06,Wien,"Die Wiener Doppelhochzeit 1515: Kaiser Maximilian I., seine Enkelin Maria, König Vladislav II. von Ungarn mit seinen Kindern Ludwig II. und Anna sowie König Sigismund I. von Polen (Die Ehrenpforte Kaiser Maximilians I., Historiendarstellungen, C' 2.11)",,https://creativecommons.org/publicdomain/mark/1.0/,DG1935/975/12,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101137,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1935/975/12]&showtype=record'],Carrier production,"['Wasserzeichen: Meder 187, 165a, 139, 135', 'Holzschnitt']",[],[]
gnd2012512-4/lido/tms_101138,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1935_977_1.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1935_977_1.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1515,1520,,"Springinklee, Hans",,Künstler_in,1495,1540,Wien,"Feldzug in Geldern 1505 (Die Ehrenpforte Kaiser Maximilians I., Historiendarstellungen, C' 2.7)",,https://creativecommons.org/publicdomain/mark/1.0/,DG1935/977/1,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101138,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1935/977/1]&showtype=record'],Expression Creation,['Holzschnitt'],[],[]
gnd2012512-4/lido/tms_101139,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1935_977_2.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1935_977_2.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1515,1520,,"Springinklee, Hans",,Künstler_in,1495,1540,Wien,"Venezianischer Krieg 1508-1510 (Die Ehrenpforte Kaiser Maximilians I., Historiendarstellungen, C' 2.9)",,https://creativecommons.org/publicdomain/mark/1.0/,DG1935/977/2,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101139,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1935/977/2]&showtype=record'],Expression Creation,['Holzschnitt'],[],[]
gnd2012512-4/lido/tms_101163,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1935_978_18.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1935_978_18.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1515,1520,,"Traut, Wolf",,Künstler_in,1486,1520,Wien,"Erfolge gegen Frankreich 1492/93 (Die Ehrenpforte Kaiser Maximilians I., Separatausgabe der Historiendarstellungen, C 2.12)",,https://creativecommons.org/publicdomain/mark/1.0/,DG1935/978/18,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101163,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1935/978/18]&showtype=record'],Expression Creation,['Holzschnitt'],[],[]
