lidoRecordId,imageUrl,type,material,displayDate,earliestDate,latestDate,subject,artistName,nationality,role,birth,death,location,title,classification,rightsStatement,workID,repositoryName,recordID,recordLinks,eventType,displayMaterialsTech,inscriptions,relatedWorkNotes
gnd2012512-4/lido/tms_10026,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/3276.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/3276.JPG,Zeichnung; Zeichnung,Feder; Feder,,1614,1614,,"Braun, Augustin",,Künstler_in,1570,1641,Wien,Rosenkranzmadonna und Anbetung der Könige,,https://creativecommons.org/publicdomain/mark/1.0/,3276,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_10026,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[3276]&showtype=record'],Production,"['Tusche, Feder, laviert']","['M.u. ""Anno 1614. AB""']",[]
gnd2012512-4/lido/tms_10109,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/13379.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/13379.JPG,Zeichnung; Zeichnung,,,1716,1761,,"Querfurt, August",,Künstler_in,1696,1761,Wien,Reiterschlacht,,https://creativecommons.org/publicdomain/mark/1.0/,13379,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_10109,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[13379]&showtype=record'],Production,"['Rötel, Feder in Braun mit Graulavierungen']",['l. u. Herzog Albert von Sachsen-Teschen (Lugt 174)'],[]
gnd2012512-4/lido/tms_10150,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/4281.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/4281.JPG,Zeichnung; Zeichnung,Feder; Feder; laviert; laviert,,1719,1741,,"Sperling, Catharina",,Künstler_in,1699-04-10,1741-05-28,Wien,Moden der Stadt Augsburg (36 Kostümblattentwürfe): Femme sortant en Eté,,https://creativecommons.org/publicdomain/mark/1.0/,4281,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_10150,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[4281]&showtype=record'],Production,"['Feder in Grau, laviert']",['l. u. Herzog Albert von Sachsen-Teschen (Lugt 174)'],[]
gnd2012512-4/lido/tms_101610,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_106.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_106.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1506,1554,,"Cranach, Lucas, der Ältere",,Künstler_in,1472,1553-10-16,Wien,Der heilige Christophorus,,https://creativecommons.org/publicdomain/mark/1.0/,DG1929/106,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101610,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1929/106]&showtype=record'],Expression Creation,['Holzschnitt'],"['l.o. ""L C"" mit Schlangensignet']",[]
gnd2012512-4/lido/tms_101657,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_111.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_111.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1506,1506,,"Cranach, Lucas, der Ältere",,Künstler_in,1472,1553-10-16,Wien,Venus und Amor,,https://creativecommons.org/publicdomain/mark/1.0/,DG1929/111,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101657,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1929/111]&showtype=record'],Expression Creation,['Holzschnitt'],"['r.o. ""L / 1506 / C""']",[]
gnd2012512-4/lido/tms_101733,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1926_1749.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1926_1749.jpg,Druckgraphik; Druckgraphik,Radierung; Radierung (Druckverfahren),,1514,1524,,"Altdorfer, Albrecht",,Künstler_in,1480,1538-02-12,Wien,Das Innere der Regensburger Synagoge,,https://creativecommons.org/publicdomain/mark/1.0/,DG1926/1749,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101733,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1926/1749]&showtype=record'],Expression Creation,['Radierung'],"['M.u. ""AA"", in der Inschrift "".D.XIX.""']",[]
gnd2012512-4/lido/tms_101735,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1926_1701.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1926_1701.jpg,Druckgraphik; Druckgraphik,Kupferstich; Kupferstich (Druckverfahren); Kupferstich (Druckverfahren),,1514,1524,,"Altdorfer, Albrecht",,Künstler_in,1480,1538-02-12,Wien,Maria sucht ihren Sohn in der Synagoge,,https://creativecommons.org/publicdomain/mark/1.0/,DG1926/1701,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101735,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1926/1701]&showtype=record'],Expression Creation,['Kupferstich'],"['r.u. ""AA""']",[]
gnd2012512-4/lido/tms_101736,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1926_1700.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1926_1700.jpg,Druckgraphik; Druckgraphik,Kupferstich; Kupferstich (Druckverfahren); Kupferstich (Druckverfahren),,1507,1517,,"Altdorfer, Albrecht",,Künstler_in,1480,1538-02-12,Wien,"Der heilige Sebastian, an eine Säule gebunden",,https://creativecommons.org/publicdomain/mark/1.0/,DG1926/1700,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101736,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1926/1700]&showtype=record'],Expression Creation,['Kupferstich'],"['l.u. ""AA""']",[]
gnd2012512-4/lido/tms_101737,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1926_1703.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1926_1703.jpg,Druckgraphik; Druckgraphik,Kupferstich; Kupferstich (Druckverfahren); Kupferstich (Druckverfahren),,1515,1525,,"Altdorfer, Albrecht",,Künstler_in,1480,1538-02-12,Wien,Horatius Cocles springt in den Tiber,,https://creativecommons.org/publicdomain/mark/1.0/,DG1926/1703,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101737,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1926/1703]&showtype=record'],Expression Creation,['Kupferstich'],"['l.u. ""AA""']",[]
gnd2012512-4/lido/tms_101738,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1926_1704.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1926_1704.jpg,Druckgraphik; Druckgraphik,Kupferstich; Kupferstich (Druckverfahren); Kupferstich (Druckverfahren),,1515,1525,,"Altdorfer, Albrecht",,Künstler_in,1480,1538-02-12,Wien,"Neptun, auf einer Meeresschlange liegend",,https://creativecommons.org/publicdomain/mark/1.0/,DG1926/1704,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101738,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1926/1704]&showtype=record'],Expression Creation,['Kupferstich'],"['r.u. ""AA""']",[]
gnd2012512-4/lido/tms_101739,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1926_1705.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1926_1705.jpg,Druckgraphik; Druckgraphik,Kupferstich; Kupferstich (Druckverfahren); Kupferstich (Druckverfahren),,1515,1525,,"Altdorfer, Albrecht",,Künstler_in,1480,1538-02-12,Wien,"Neptun, auf einer Meeresschlange liegend",,https://creativecommons.org/publicdomain/mark/1.0/,DG1926/1705,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101739,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1926/1705]&showtype=record'],Expression Creation,['Kupferstich'],"['r.u. ""AA""']",[]
gnd2012512-4/lido/tms_101741,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1926_1711.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1926_1711.jpg,Druckgraphik; Druckgraphik,Kupferstich; Kupferstich (Druckverfahren); Kupferstich (Druckverfahren),,1515,1525,,"Altdorfer, Albrecht",,Künstler_in,1480,1538-02-12,Wien,Liegende Venus mit Cupido und einem Putto,,https://creativecommons.org/publicdomain/mark/1.0/,DG1926/1711,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101741,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1926/1711]&showtype=record'],Expression Creation,['Kupferstich'],"['r.o. ""AA""']",[]
gnd2012512-4/lido/tms_101742,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1926_1712.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1926_1712.jpg,Druckgraphik; Druckgraphik,Kupferstich; Kupferstich (Druckverfahren); Kupferstich (Druckverfahren),,1515,1525,,"Altdorfer, Albrecht",,Künstler_in,1480,1538-02-12,Wien,Liegende Venus mit Cupido und einem Putto,,https://creativecommons.org/publicdomain/mark/1.0/,DG1926/1712,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101742,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1926/1712]&showtype=record'],Expression Creation,['Kupferstich'],"['r.o. ""AA""']",[]
gnd2012512-4/lido/tms_101745,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1926_1709.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1926_1709.jpg,Druckgraphik; Druckgraphik,Kupferstich; Kupferstich (Druckverfahren); Kupferstich (Druckverfahren),,1520,1530,,"Altdorfer, Albrecht",,Künstler_in,1480,1538-02-12,Wien,Kauernde Venus,,https://creativecommons.org/publicdomain/mark/1.0/,DG1926/1709,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101745,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1926/1709]&showtype=record'],Expression Creation,['Kupferstich'],"['r.u. ""AA""']",[]
gnd2012512-4/lido/tms_101757,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1926_1676.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1926_1676.jpg,Druckgraphik; Druckgraphik,Kupferstich; Kupferstich (Druckverfahren); Kupferstich (Druckverfahren),,1515,1525,,"Altdorfer, Albrecht",,Künstler_in,1480,1538-02-12,Wien,Judith mit dem Kopf des Holofernes,,https://creativecommons.org/publicdomain/mark/1.0/,DG1926/1676,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101757,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1926/1676]&showtype=record'],Expression Creation,['Kupferstich'],"['r.o. ""AA""']",[]
gnd2012512-4/lido/tms_101904,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1926_1795.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1926_1795.jpg,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1508,1518,,"Altdorfer, Albrecht",,Künstler_in,1480,1538-02-12,Wien,Der Sündenfall,,https://creativecommons.org/publicdomain/mark/1.0/,DG1926/1795,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_101904,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1926/1795]&showtype=record'],Expression Creation,['Holzschnitt'],"['l.o. ""AA""']",[]
gnd2012512-4/lido/tms_102114,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1926_1847.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1926_1847.jpg,Druckgraphik; Druckgraphik,,,1514,1524,,"Altdorfer, Albrecht",,Künstler_in,1480,1538-02-12,Wien,"Die ""Schöne Maria"" von Regensburg",,https://creativecommons.org/publicdomain/mark/1.0/,DG1926/1847,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_102114,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1926/1847]&showtype=record'],Expression Creation,"['Clair-obscur-Holzschnitt in 6 Platten (gelb, rot, hellbraun, braun, blau)']","['r.u. ""AA""', 'Oben in der Mitte der kaiserliche Adler, am Sockel links Schlüsselwappen von Regensburg, auf der Tafel unten dreimal die Aufschrift „Ganntz schön bistu mein fründtin vnd ein mackel ist nit in dir. / Ave Maria .""']",[]
gnd2012512-4/lido/tms_102127,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_474.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_474.jpg,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren); Typendruck; Typendruck,,1548,1548,,"Cranach, Lucas, der Jüngere",,Künstler_in,1515-10-04,1586-01-25,Wien,Karl V.,,https://creativecommons.org/publicdomain/mark/1.0/,DG1929/474,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_102127,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1929/474]&showtype=record'],Expression Creation,['Holzschnitt und Typendruck'],"['l.u. Cranachsignet (geflügelte Schlange)', 'oben: ""Herr Carol der Christenlich Keiser vnd König Ertz= / hertzog zu Osterreich, Hertzog zu Burgundi, ward geboren zu Gendt, 24. februarij 1500. Gekrönet Hischpa= / nischer König 7. februarij, 1518. Erwelt 28. Junij vnd gekrönt Römischer König, 12. October. 1520. Römischer Keiser, 24 februarij 1530. Hielt Hochzeit mit frewlein Isabella, Königin zu Portugal 2. Aprils, 1526. Gebar Phi= / lippum, 21. May, 1527. dem verleihe der gütig Herr Gott Victoria, Sieg vnd Trivmph, etc."" l.o: ""PLVS OVLTRE""']",[]
gnd2012512-4/lido/tms_102129,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_476.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_476.jpg,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1548,1548,,"Cranach, Lucas, der Jüngere",,Künstler_in,1515-10-04,1586-01-25,Wien,Ferdinand I.,,https://creativecommons.org/publicdomain/mark/1.0/,DG1929/476,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_102129,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1929/476]&showtype=record'],Carrier production,"['Wasserzeichen: Adler undeutlich (laut Cahier)', 'Holzschnitt']",['r.u. Cranachsignet (geflügelte Schlange)'],[]
gnd2012512-4/lido/tms_102182,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_507.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_507.jpg,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren); Typendruck; Typendruck,,1549,1549,,"Cranach, Lucas, der Jüngere",,Künstler_in,1515-10-04,1586-01-25,Wien,"Dr. Christian Brück, gen. Pontanus",,https://creativecommons.org/publicdomain/mark/1.0/,DG1929/507,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_102182,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1929/507]&showtype=record'],Expression Creation,['Holzschnitt und Typendruck'],"['l.o. ""1549"" u. Cranachsignet (geflügelte Schlange)', 'darüber: ""CHRISTIANVS BRVCK IVRI= / UM DOCTOR."", darunter. ""HÆC TIBI CHRISTANNI PONTANI MONSTRAT IMAGO / EFFIGIEM, CLARI DOTIBVS INGENII. / VNDETRIGINTA CVM NONDVM EXEGERAT ANNOS, / VENTVRAM ÆTATEM DETQVE REGATQVE DEVS""']",[]
gnd2012512-4/lido/tms_102183,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_508.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_508.jpg,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren); Holzschnitt; Holzschnitt (Druckverfahren),,1556,1556,,Hans Bocksberger d. Ä.,,Formschneider_in,1510,1561,Wien,Johann Forster,,https://creativecommons.org/publicdomain/mark/1.0/,DG1929/508,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_102183,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1929/508]&showtype=record'],Expression Creation,"['Holzschnitt', 'Holzschnitt']","['r.o. ""1556"" u. Cranachsignet (geflügelte Schlange); l.u. Monogramm des Formschneiders Hans Bocksberger', 'darunter: ""VIVA IMAGO REVERENDI VIRI IOANNIS FORSTE- / RI, SACRAE THEOLOGIAE DOCTORIS, AC HEBRAICAE / LINGVAE PROFESSORIS ORDINARII IN SCHO- / LA VVITTENBERGENSI, ANNO M D LVI, / AETATIS SVAE LXI.""']",[]
gnd2012512-4/lido/tms_102187,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1932_7.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1932_7.jpg,Druckgraphik; Druckgraphik,Kupferstich; Kupferstich (Druckverfahren); Kupferstich (Druckverfahren),,1506,1506,,"Altdorfer, Erhard",,Künstler_in,1480,1561,Wien,Dame mit Becher und Pfauenwappen,,https://creativecommons.org/publicdomain/mark/1.0/,DG1932/7,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_102187,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1932/7]&showtype=record'],Expression Creation,['Kupferstich'],"['M.u. ""1506 / EA""', 'auf der Halskette (seitenverkehrt) ""VI. EAO. N""']",[]
gnd2012512-4/lido/tms_102194,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_515.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_515.jpg,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1535,1551,,"Cranach, Lucas, der Jüngere",,Künstler_in,1515-10-04,1586-01-25,Wien,Philipp Melanchthon,,https://creativecommons.org/publicdomain/mark/1.0/,DG1929/515,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_102194,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1929/515]&showtype=record'],Expression Creation,['Holzschnitt'],['r.o. Cranachsignet (geflügelte Schlange)'],[]
gnd2012512-4/lido/tms_102195,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_516.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_516.jpg,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren); Holzschnitt; Holzschnitt (Druckverfahren),,1561,1561,,"Lucius, Jacob",,Formschneider_in,1530,1597,Wien,Philipp Melanchthon,,https://creativecommons.org/publicdomain/mark/1.0/,DG1929/516,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_102195,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1929/516]&showtype=record'],Expression Creation,"['Holzschnitt', 'Holzschnitt']","['l.u. ""1561"" u. Cranachsignet (geflügelte Schlange)']",[]
gnd2012512-4/lido/tms_102196,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1930_1562.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1930_1562.jpg,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1507,1517,,"Huber, Wolf",,Künstler_in,1485,1553-06-03,Wien,Christi Geburt,,https://creativecommons.org/publicdomain/mark/1.0/,DG1930/1562,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_102196,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1930/1562]&showtype=record'],Expression Creation,['Holzschnitt'],"['M.u. ""W.H""']",[]
gnd2012512-4/lido/tms_102197,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_517.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_517.jpg,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren); Holzschnitt; Holzschnitt (Druckverfahren),,1561,1561,,"Lucius, Jacob",,Formschneider_in,1530,1597,Wien,Philipp Melanchthon,,https://creativecommons.org/publicdomain/mark/1.0/,DG1929/517,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_102197,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1929/517]&showtype=record'],Carrier production,"['Wasserzeichen: Kreis, darin zwei sich überschneidende ""V""s', 'Holzschnitt', 'Holzschnitt']","['l.u. ""1561"" u. Cranachsignet (geflügelte Schlange)']",[]
gnd2012512-4/lido/tms_102198,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_518.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_518.jpg,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1546,1546,,"Cranach, Lucas, der Jüngere",,Künstler_in,1515-10-04,1586-01-25,Wien,"Wappen von Johann Friedrich I., dem Großmütigen, Herzog von Sachsen",,https://creativecommons.org/publicdomain/mark/1.0/,DG1929/518,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_102198,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1929/518]&showtype=record'],Expression Creation,['Holzschnitt'],"['r.u. Cranachsignet (geflügelte Schlange)', 'darüber: ""Von Gottes gnaden Johans Fridrich, Hertzog zu Sachssen, / des heiligen Römischen Reichs Erzmarschall vnd Chur= / fürst, Landtgraff in Düringen, Marggraff zu Meis= / sen, vnd Burggraff zu Magdenburg.""']",[]
gnd2012512-4/lido/tms_102200,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1930_1563.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1930_1563.jpg,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1507,1517,,"Huber, Wolf",,Künstler_in,1485,1553-06-03,Wien,Anbetung der Könige,,https://creativecommons.org/publicdomain/mark/1.0/,DG1930/1563,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_102200,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1930/1563]&showtype=record'],Expression Creation,['Holzschnitt'],"['r.u. ""W.H""']",[]
gnd2012512-4/lido/tms_102203,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1930_1566.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1930_1566.jpg,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1511,1521,,"Huber, Wolf",,Künstler_in,1485,1553-06-03,Wien,"Die ""große"" Kreuzigung",,https://creativecommons.org/publicdomain/mark/1.0/,DG1930/1566,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_102203,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1930/1566]&showtype=record'],Expression Creation,['Holzschnitt'],"['l.u. ""W.H""']",[]
gnd2012512-4/lido/tms_102208,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_520.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_520.jpg,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1563,1563,,"Cranach, Lucas, der Jüngere",,Künstler_in,1515-10-04,1586-01-25,Wien,"Text: ILLVSTRISSIMO PRINCIPI AC DOMINO, DOMINO, AVGVSTO, DVCI SAXONIAE ELECTORI, SACRI ROMANI IMPERII ARCHImarschallo, Landgrauio Thuringiae, Marchioni Misniae, Burggrauio Magedburgensi, Domini suo clementissimo, S.D",,https://creativecommons.org/publicdomain/mark/1.0/,DG1929/520,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_102208,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1929/520]&showtype=record'],Expression Creation,['Holzschnitt'],[],[]
gnd2012512-4/lido/tms_102209,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_521.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_521.jpg,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1563,1563,,"Cranach, Lucas, der Jüngere",,Künstler_in,1515-10-04,1586-01-25,Wien,"Text zum Bildnis von Ludolf, Herzog von Sachsen",,https://creativecommons.org/publicdomain/mark/1.0/,DG1929/521,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_102209,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1929/521]&showtype=record'],Expression Creation,['Holzschnitt'],[],[]
gnd2012512-4/lido/tms_102210,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_522.jpg&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1929_522.jpg,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1563,1563,,"Cranach, Lucas, der Jüngere",,Künstler_in,1515-10-04,1586-01-25,Wien,"Bildnis von Ludolf, Herzog von Sachsen",,https://creativecommons.org/publicdomain/mark/1.0/,DG1929/522,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_102210,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1929/522]&showtype=record'],Expression Creation,['Holzschnitt'],[],[]
