lidoRecordId,imageUrl,type,material,displayDate,earliestDate,latestDate,subject,artistName (preferred),nationality,role,birth,death,location,title,classification,rightsStatement,workID,repositoryName,recordID,recordLinks,eventType,displayMaterialsTech,inscriptions,relatedWorkNotes
gnd2012512-4/lido/tms_100458,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_313.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_313.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1504,1514,,"Dürer, Albrecht",,Künstler_in,1471-05-21,1528-04-06,Wien,"Die Gefangennahme Christi (Kleine Passion, 12)",,https://creativecommons.org/publicdomain/mark/1.0/,DG1934/313,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_100458,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1934/313]&showtype=record'],Carrier production,"['Wasserzeichen: Meder 172', 'Holzschnitt']","['r.u. Dürer-Monogramm ""AD""']",[]
gnd2012512-4/lido/tms_100752,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1930_211.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1930_211.JPG,Druckgraphik; Druckgraphik,,,1496,1496,,"Dürer, Albrecht",,Künstler_in,1471-05-21,1528-04-06,Wien,Flugblatt auf die Syphilis (Der Syphilitiker),,https://creativecommons.org/publicdomain/mark/1.0/,DG1930/211,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_100752,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1930/211]&showtype=record'],Expression Creation,"['Holzschnitt und Typendruck, koloriert']",[],[]
gnd2012512-4/lido/tms_100753,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1930_212.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1930_212.JPG,Druckgraphik; Druckgraphik,,,1496,1496,,"Dürer, Albrecht",,Künstler_in,1471-05-21,1528-04-06,Wien,Flugblatt auf die Syphilis (Der Syphilitiker),,https://creativecommons.org/publicdomain/mark/1.0/,DG1930/212,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_100753,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1930/212]&showtype=record'],Expression Creation,"['Holzschnitt und Typendruck, koloriert']",[],[]
gnd2012512-4/lido/tms_10095,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/9388.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/9388.JPG,Zeichnung; Zeichnung,Rötel; Rötel,,1640,1690,,Johann Matthias Weyer,,Künstler_in,1620,1690,Wien,Trompeter bläst zum Angriff,,https://creativecommons.org/publicdomain/mark/1.0/,9388,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_10095,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[9388]&showtype=record'],Production,['Rötel'],[],[]
gnd2012512-4/lido/tms_10096,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/3743.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/3743.JPG,Zeichnung; Zeichnung,,,1675,1698,,"Sandrart, Johann Jakob von",,Künstler_in,1655-03-20,1698-03-24,Wien,Feldherrenporträt (Friedrich Markgraf von Baden),,https://creativecommons.org/publicdomain/mark/1.0/,3743,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_10096,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[3743]&showtype=record'],Production,['Feder und Pinsel in Grau laviert mit oxydierten Weißhöhungen auf blaugrauem Papier'],"['r.u. ""I.I. von Sandrart del: Norimb:""', 'l. u. Herzog Albert von Sachsen-Teschen (Lugt 174)']",[]
gnd2012512-4/lido/tms_100960,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_92.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_92.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1505,1515,,"Burgkmair, Hans",,Künstler_in,1473,1531,Wien,Die Stärke,,https://creativecommons.org/publicdomain/mark/1.0/,DG1934/92,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_100960,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1934/92]&showtype=record'],Expression Creation,['Holzschnitt'],[],[]
gnd2012512-4/lido/tms_100963,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_100.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_100.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1505,1515,,"Burgkmair, Hans",,Künstler_in,1473,1531,Wien,Die Hoffart,,https://creativecommons.org/publicdomain/mark/1.0/,DG1934/100,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_100963,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1934/100]&showtype=record'],Expression Creation,['Holzschnitt'],[],[]
gnd2012512-4/lido/tms_100964,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_101.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_101.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1505,1515,,"Burgkmair, Hans",,Künstler_in,1473,1531,Wien,Der Geiz,,https://creativecommons.org/publicdomain/mark/1.0/,DG1934/101,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_100964,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1934/101]&showtype=record'],Expression Creation,['Holzschnitt'],[],[]
gnd2012512-4/lido/tms_100991,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_106.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_106.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren); Typendruck; Typendruck,,1515,1515,,"Burgkmair, Hans",,Künstler_in,1473,1531,Wien,Langobardenkönig Albuin im Gespräch mit Gotenkönig Athanarich,,https://creativecommons.org/publicdomain/mark/1.0/,DG1934/106,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_100991,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1934/106]&showtype=record'],Expression Creation,"['Holzschnitt, verso Typendruck']","['r.o. ""HB""']",[]
gnd2012512-4/lido/tms_100993,http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_73.JPG&width=350; http://sammlungenonline.albertina.at/cc/imageproxy.ashx?server=localhost&port=15001&filename=images/DG1934_73.JPG,Druckgraphik; Druckgraphik,Holzschnitt; Holzschnitt (Druckverfahren),,1510,1530,,"Burgkmair, Hans",,Künstler_in,1473,1531,Wien,"Wappen des Georg von Limburg, Bischof von Bamberg",,https://creativecommons.org/publicdomain/mark/1.0/,DG1934/73,"['Albertina', 'Wien, Albertina', 'Albertina']",tms_100993,['http://sammlungenonline.albertina.at/?query=Inventarnummer=[DG1934/73]&showtype=record'],Expression Creation,['Holzschnitt'],[],[]
